2022-05-18 10:01:37,642 WARN  [org.keycloak.events] (default task-8) type=REFRESH_TOKEN_ERROR, realmId=master, clientId=security-admin-console, userId=null, ipAddress=127.0.0.1, error=invalid_token, grant_type=refresh_token, client_auth_method=client-secret
2022-05-18 20:17:32,717 INFO  [org.keycloak.subsystem.server.extension.KeycloakProviderDeploymentProcessor] (MSC service thread 1-1) Undeploying Keycloak provider: auth-login-notify-email-extension-1.0.0.0-SNAPSHOT.jar
2022-05-18 20:17:32,717 INFO  [org.keycloak.subsystem.server.extension.KeycloakProviderDeploymentProcessor] (MSC service thread 1-3) Undeploying Keycloak provider: thirdparty-mfa-auth-extension-1.0.0.0-SNAPSHOT.jar
2022-05-18 20:17:32,717 INFO  [org.keycloak.subsystem.server.extension.KeycloakProviderDeploymentProcessor] (MSC service thread 1-6) Undeploying Keycloak provider: sms-authenticator-validator-1.3.jar
2022-05-18 20:17:32,717 INFO  [org.keycloak.subsystem.server.extension.KeycloakProviderDeploymentProcessor] (MSC service thread 1-8) Undeploying Keycloak provider: com.keycloak.sms.keycloak-sms-authenticator.jar
2022-05-18 20:17:32,717 INFO  [org.keycloak.subsystem.server.extension.KeycloakProviderDeploymentProcessor] (MSC service thread 1-7) Undeploying Keycloak provider: dasniko.keycloak-requiredaction.jar
2022-05-18 20:17:32,734 INFO  [org.keycloak.subsystem.server.extension.KeycloakProviderDeploymentProcessor] (MSC service thread 1-4) Undeploying Keycloak provider: dasniko.keycloak-magiclink.jar
2022-05-18 20:17:32,734 INFO  [org.keycloak.subsystem.server.extension.KeycloakProviderDeploymentProcessor] (MSC service thread 1-7) Undeploying Keycloak provider: authenticator.jar
2022-05-18 20:17:32,735 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-1) WFLYUT0019: Host default-host stopping
2022-05-18 20:17:32,783 INFO  [org.jboss.as.connector.subsystems.datasources] (MSC service thread 1-6) WFLYJCA0010: Unbound data source [java:jboss/datasources/ExampleDS]
2022-05-18 20:17:32,778 INFO  [org.keycloak.subsystem.server.extension.KeycloakProviderDeploymentProcessor] (MSC service thread 1-2) Undeploying Keycloak provider: duospikeycloakbcp-jar-with-dependencies.jar
2022-05-18 20:17:33,229 INFO  [org.jboss.as.server.deployment] (MSC service thread 1-1) WFLYSRV0028: Stopped deployment dasniko.keycloak-magiclink.jar (runtime-name: dasniko.keycloak-magiclink.jar) in 3061ms
2022-05-18 20:17:33,230 INFO  [org.jboss.as.server.deployment] (MSC service thread 1-2) WFLYSRV0028: Stopped deployment sms-authenticator-validator-1.3.jar (runtime-name: sms-authenticator-validator-1.3.jar) in 3551ms
2022-05-18 20:17:33,230 INFO  [org.jboss.as.server.deployment] (MSC service thread 1-1) WFLYSRV0028: Stopped deployment auth-login-notify-email-extension-1.0.0.0-SNAPSHOT.jar (runtime-name: auth-login-notify-email-extension-1.0.0.0-SNAPSHOT.jar) in 2994ms
2022-05-18 20:17:33,230 INFO  [org.jboss.as.server.deployment] (MSC service thread 1-2) WFLYSRV0028: Stopped deployment recaptcha-login.jar (runtime-name: recaptcha-login.jar) in 3068ms
2022-05-18 20:17:33,268 INFO  [org.jboss.as.server.deployment] (MSC service thread 1-5) WFLYSRV0028: Stopped deployment github-enterprise-identity-provider-1.0.0.0-SNAPSHOT.jar (runtime-name: github-enterprise-identity-provider-1.0.0.0-SNAPSHOT.jar) in 3160ms
2022-05-18 20:17:33,268 INFO  [org.jboss.as.server.deployment] (MSC service thread 1-4) WFLYSRV0028: Stopped deployment Authenticator-SPI-1.0-SNAPSHOT.jar (runtime-name: Authenticator-SPI-1.0-SNAPSHOT.jar) in 3099ms
2022-05-18 20:17:33,398 INFO  [org.jboss.as.server.deployment] (MSC service thread 1-5) WFLYSRV0028: Stopped deployment com.keycloak.sms.keycloak-sms-authenticator.jar (runtime-name: com.keycloak.sms.keycloak-sms-authenticator.jar) in 3160ms
2022-05-18 20:17:33,398 INFO  [org.jboss.as.server.deployment] (MSC service thread 1-4) WFLYSRV0028: Stopped deployment dasniko.keycloak-requiredaction.jar (runtime-name: dasniko.keycloak-requiredaction.jar) in 3289ms
2022-05-18 20:17:33,398 INFO  [org.jboss.as.server.deployment] (MSC service thread 1-6) WFLYSRV0028: Stopped deployment authenticator.jar (runtime-name: authenticator.jar) in 3759ms
2022-05-18 20:17:33,398 INFO  [org.jboss.as.server.deployment] (MSC service thread 1-5) WFLYSRV0028: Stopped deployment thirdparty-mfa-auth-extension-1.0.0.0-SNAPSHOT.jar (runtime-name: thirdparty-mfa-auth-extension-1.0.0.0-SNAPSHOT.jar) in 3161ms
2022-05-18 20:17:33,407 INFO  [org.jboss.as.server.deployment] (MSC service thread 1-5) WFLYSRV0028: Stopped deployment keycloak-server.war (runtime-name: keycloak-server.war) in 3104ms
2022-05-18 20:17:33,597 INFO  [org.jboss.as.connector.deployers.jdbc] (MSC service thread 1-5) WFLYJCA0019: Stopped Driver service with driver-name = h2
2022-05-18 20:17:33,597 INFO  [org.jboss.as.server.deployment] (MSC service thread 1-3) WFLYSRV0028: Stopped deployment duospikeycloakbcp-jar-with-dependencies.jar (runtime-name: duospikeycloakbcp-jar-with-dependencies.jar) in 3360ms
2022-05-18 20:17:33,888 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-1) WFLYUT0008: Undertow HTTP listener default suspending
2022-05-18 20:17:33,928 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-1) WFLYUT0007: Undertow HTTP listener default stopped, was bound to 127.0.0.1:8080
2022-05-18 20:17:34,051 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-2) WFLYUT0004: Undertow 2.2.5.Final stopping
2022-05-18 20:17:34,109 INFO  [org.jboss.as.clustering.infinispan] (ServerService Thread Pool -- 65) WFLYCLINF0003: Stopped authorization cache from keycloak container
2022-05-18 20:17:34,109 INFO  [org.jboss.as.clustering.infinispan] (ServerService Thread Pool -- 78) WFLYCLINF0003: Stopped loginFailures cache from keycloak container
2022-05-18 20:17:34,109 INFO  [org.jboss.as.clustering.infinispan] (ServerService Thread Pool -- 73) WFLYCLINF0003: Stopped work cache from keycloak container
2022-05-18 20:17:34,109 INFO  [org.jboss.as.clustering.infinispan] (ServerService Thread Pool -- 79) WFLYCLINF0003: Stopped offlineSessions cache from keycloak container
2022-05-18 20:17:34,109 INFO  [org.jboss.as.clustering.infinispan] (ServerService Thread Pool -- 70) WFLYCLINF0003: Stopped actionTokens cache from keycloak container
2022-05-18 20:17:34,109 INFO  [org.jboss.as.clustering.infinispan] (ServerService Thread Pool -- 72) WFLYCLINF0003: Stopped keys cache from keycloak container
2022-05-18 20:17:34,109 INFO  [org.jboss.as.clustering.infinispan] (ServerService Thread Pool -- 71) WFLYCLINF0003: Stopped clientSessions cache from keycloak container
2022-05-18 20:17:34,109 INFO  [org.jboss.as.clustering.infinispan] (ServerService Thread Pool -- 77) WFLYCLINF0003: Stopped authenticationSessions cache from keycloak container
2022-05-18 20:17:34,109 INFO  [org.jboss.as.clustering.infinispan] (ServerService Thread Pool -- 75) WFLYCLINF0003: Stopped users cache from keycloak container
2022-05-18 20:17:34,109 INFO  [org.jboss.as.clustering.infinispan] (ServerService Thread Pool -- 69) WFLYCLINF0003: Stopped offlineClientSessions cache from keycloak container
2022-05-18 20:17:34,109 INFO  [org.jboss.as.clustering.infinispan] (ServerService Thread Pool -- 76) WFLYCLINF0003: Stopped realms cache from keycloak container
2022-05-18 20:17:34,109 INFO  [org.jboss.as.clustering.infinispan] (ServerService Thread Pool -- 74) WFLYCLINF0003: Stopped sessions cache from keycloak container
2022-05-18 20:17:34,161 INFO  [org.infinispan.manager.DefaultCacheManager] (ServerService Thread Pool -- 65) Stopping cache manager null on null
2022-05-18 20:17:34,941 INFO  [org.jboss.as.clustering.infinispan] (ServerService Thread Pool -- 80) WFLYCLINF0003: Stopped http-remoting-connector cache from ejb container
2022-05-18 20:17:34,942 INFO  [org.infinispan.manager.DefaultCacheManager] (ServerService Thread Pool -- 80) Stopping cache manager null on null
2022-05-18 20:17:35,034 INFO  [org.jboss.as] (MSC service thread 1-5) WFLYSRV0050: Keycloak 15.0.2 (WildFly Core 15.0.1.Final) stopped in 4871ms
